Brandon,Rivera,,,,,,5.0,ROULEUR
Carlos,Rodríguez,,,,,,5.0,ROULEUR
Óscar,Rodríguez,,,,,,5.0,ROULEUR
Magnus,Sheffield,,,,,,5.0,ROULEUR
Artem,Shmidt,,,,,,5.0,ROULEUR
Embret,Svestad-Bårdseng,,,,,,5.0,ROULEUR
Ben,Swift,,,,,,5.0,ROULEUR
Connor,Swift,,,,,,5.0,ROULEUR
Joshua,Tarling,,,,,,5.0,ROULEUR
Ben,Turner,,,,,,5.0,ROULEUR
Kévin,Vauquelin,,,,,,5.0,ROULEUR
Samuel,Watson,,,,,,5.0,ROULEUR
Sam,Welsford,,,,,,5.0,ROULEUR
Peter,Øxenberg,,,,,,5.0,ROULEUR
Juan,Ayuso,,,,,,5.0,ROULEUR
Andrea,Bagioli,,,,,,5.0,ROULEUR
Julien,Bernard,,,,,,5.0,ROULEUR
Giulio,Ciccone,,,,,,5.0,ROULEUR
Simone,Consonni,,,,,,5.0,ROULEUR
Amanuel,Ghebreigzabhier,,,,,,5.0,ROULEUR
Lennard,Kämna,,,,,,5.0,ROULEUR
Patrick,Konrad,,,,,,5.0,ROULEUR
Jonathan,Milan,,,,,,5.0,ROULEUR
Bauke,Mollema,,,,,,5.0,ROULEUR
Jacopo,Mosca,,,,,,5.0,ROULEUR
Mathias,Norsgaard,,,,,,5.0,ROULEUR
Thibau,Nys,,,,,,5.0,ROULEUR
Sam,Oomen,,,,,,5.0,ROULEUR
Mads,Pedersen,,,,,,5.0,ROULEUR
Quinn,Simmons,,,,,,5.0,ROULEUR
Mattias,Skjelmose,,,,,,5.0,ROULEUR
Toms,Skujiņš,,,,,,5.0,ROULEUR
Matteo,Sobrero,,,,,,5.0,ROULEUR
Jakob,Söderqvist,,,,,,5.0,ROULEUR
Edward,Theuns,,,,,,5.0,ROULEUR
Mathias,Vacek,,,,,,5.0,ROULEUR
Otto,Vergaerde,,,,,,5.0,ROULEUR
Carlos,Verona,,,,,,5.0,ROULEUR
Max,Walscheid,,,,,,5.0,ROULEUR
Toon,Aerts,,,,,,5.0,ROULEUR
Huub,Artz,,,,,,5.0,ROULEUR
Jenno,Berckmoes,,,,,,5.0,ROULEUR
Cedric,Beullens,,,,,,5.0,ROULEUR
Vito,Braet,,,,,,5.0,ROULEUR
Lars,Craps,,,,,,5.0,ROULEUR
Joshua,Giddings,,,,,,5.0,ROULEUR
Sébastien,Grignard,,,,,,5.0,ROULEUR
Mathieu,Kockelmann,,,,,,5.0,ROULEUR
Milan,Menten,,,,,,5.0,ROULEUR
Robin,Orins,,,,,,5.0,ROULEUR
Lorenzo,Rota,,,,,,5.0,ROULEUR
Jonas,Rutsch,,,,,,5.0,ROULEUR
Liam,Slock,,,,,,5.0,ROULEUR
Lionel,Taminiaux,,,,,,5.0,ROULEUR
Reuben,Thompson,,,,,,5.0,ROULEUR
Baptiste,Veistroffer,,,,,,5.0,ROULEUR
Jarno,Widar,,,,,,5.0,ROULEUR
Georg,Zimmermann,,,,,,5.0,ROULEUR
Felix,Ørn-Kristoff,,,,,,5.0,ROULEUR
Roger,Adrià,,,,,,5.0,ROULEUR
Jorge,Arcas,,,,,,5.0,ROULEUR
Orluis,Aular,,,,,,5.0,ROULEUR
Jon,Barrenetxea,,,,,,5.0,ROULEUR
Carlos,Canal,,,,,,5.0,ROULEUR
Pablo,Castrillo,,,,,,5.0,ROULEUR
Davide,Formolo,,,,,,5.0,ROULEUR
Michel,Hessmann,,,,,,5.0,ROULEUR
Enric,Mas,,,,,,5.0,ROULEUR
Lorenzo,Milesi,,,,,,5.0,ROULEUR
Manlio,Moro,,,,,,5.0,ROULEUR
Pavel,Novák,,,,,,5.0,ROULEUR
Nelson,Oliveira,,,,,,5.0,ROULEUR
Diego,Pescador,,,,,,5.0,ROULEUR
Nairo,Quintana,,,,,,5.0,ROULEUR
Iván,Romeo,,,,,,5.0,ROULEUR
Javier,Romo,,,,,,5.0,ROULEUR
Einer,Rubio,,,,,,5.0,ROULEUR
Pelayo,Sánchez,,,,,,5.0,ROULEUR
Gonzalo,Serrano,,,,,,5.0,ROULEUR
Natnael,Tesfatsion,,,,,,5.0,ROULEUR
Albert,Torres,,,,,,5.0,ROULEUR
Cian,Uijtdebroeks,,,,,,5.0,ROULEUR
Lewis,Askey,,,,,,5.0,ROULEUR
George,Bennett,,,,,,5.0,ROULEUR
Joseph,Blackmore,,,,,,5.0,ROULEUR
Guillaume,Boivin,,,,,,5.0,ROULEUR
Simon,Clarke,,,,,,5.0,ROULEUR
Pier-André,Côté,,,,,,5.0,ROULEUR
Itamar,Einhorn,,,,,,5.0,ROULEUR
Marco,Frigo,,,,,,5.0,ROULEUR
Brady,Gilmore,,,,,,5.0,ROULEUR
Biniam,Girmay,,,,,,5.0,ROULEUR
Jan,Hirt,,,,,,5.0,ROULEUR
Hugo,Hofstetter,,,,,,5.0,ROULEUR
Oded,Kogut,,,,,,5.0,ROULEUR
Matis,Louvel,,,,,,5.0,ROULEUR
Alexey,Lutsenko,,,,,,5.0,ROULEUR
Pau,Martí,,,,,,5.0,ROULEUR
Ryan,Mullen,,,,,,5.0,ROULEUR
Krists,Neilands,,,,,,5.0,ROULEUR
Alessandro,Pinarello,,,,,,5.0,ROULEUR
Nadav,Raisberg,,,,,,5.0,ROULEUR
Nick,Schultz,,,,,,5.0,ROULEUR
Riley,Sheehan,,,,,,5.0,ROULEUR
Jake,Stewart,,,,,,5.0,ROULEUR
Corbin,Strong,,,,,,5.0,ROULEUR
Ethan,Vernon,,,,,,5.0,ROULEUR
Stephen,Williams,,,,,,5.0,ROULEUR
Giovanni,Aleotti,,,,,,5.0,ROULEUR
Adrien,Boichis,,,,,,5.0,ROULEUR
Mattia,Cattaneo,,,,,,5.0,ROULEUR
Nico,Denz,,,,,,5.0,ROULEUR
Jarrad,Drizners,,,,,,5.0,ROULEUR
Haimar,Etxeberria,,,,,,5.0,ROULEUR
Remco,Evenepoel,,,,,,5.0,ROULEUR
Finn,Fisher-Black,,,,,,5.0,ROULEUR
Alexander,Hajek,,,,,,5.0,ROULEUR
Emil,Herzog,,,,,,5.0,ROULEUR
Jai,Hindley,,,,,,5.0,ROULEUR
Florian,Lipowitz,,,,,,5.0,ROULEUR
Arne,Marit,,,,,,5.0,ROULEUR
Daniel,Martínez,,,,,,5.0,ROULEUR
Jordi,Meeus,,,,,,5.0,ROULEUR
Gianni,Moscon,,,,,,5.0,ROULEUR
Giulio,Pellizzari,,,,,,5.0,ROULEUR
Laurence,Pithie,,,,,,5.0,ROULEUR
Primož,Roglič,,,,,,5.0,ROULEUR
Callum,Thornley,,,,,,5.0,ROULEUR
Jan,Tratnik,,,,,,5.0,ROULEUR
Luke,Tuckwell,,,,,,5.0,ROULEUR
Gianni,Vermeersch,,,,,,5.0,ROULEUR
Aleksandr,Vlasov,,,,,,5.0,ROULEUR
Frederik,Wandahl,,,,,,5.0,ROULEUR
Ben,Zwiehoff,,,,,,5.0,ROULEUR
Ayco,Bastiaens,,,,,,5.0,ROULEUR
Steff,Cras,,,,,,5.0,ROULEUR
Alberto,Dainese,,,,,,5.0,ROULEUR
Pascal,Eenkhoorn,,,,,,5.0,ROULEUR
Gianmarco,Garofoli,,,,,,5.0,ROULEUR
Gil,Gelders,,,,,,5.0,ROULEUR
Ethan,Hayter,,,,,,5.0,ROULEUR
Yves,Lampaert,,,,,,5.0,ROULEUR
Mikel,Landa,,,,,,5.0,ROULEUR
Junior,Lecerf,,,,,,5.0,ROULEUR
Paul,Magnier,,,,,,5.0,ROULEUR
Tim,Merlier,,,,,,5.0,ROULEUR
Valentin,Paret-Peintre,,,,,,5.0,ROULEUR
Casper,Pedersen,,,,,,5.0,ROULEUR
Pepijn,Reinderink,,,,,,5.0,ROULEUR
Laurenz,Rex,,,,,,5.0,ROULEUR
Maximilian,Schachmann,,,,,,5.0,ROULEUR
Jasper,Stuyven,,,,,,5.0,ROULEUR
Martin,Svrček,,,,,,5.0,ROULEUR
Warre,Vangheluwe,,,,,,5.0,ROULEUR
Mauri,Vansevenant,,,,,,5.0,ROULEUR
Louis,Vervaeke,,,,,,5.0,ROULEUR
Jonathan,Vervenne,,,,,,5.0,ROULEUR
Filippo,Zana,,,,,,5.0,ROULEUR
Pascal,Ackermann,,,,,,5.0,ROULEUR
Koen,Bouwman,,,,,,5.0,ROULEUR
Amaury,Capiot,,,,,,5.0,ROULEUR
Filippo,Conca,,,,,,5.0,ROULEUR
Alessandro,Covi,,,,,,5.0,ROULEUR
Robert,Donaldson,,,,,,5.0,ROULEUR
Paul,Double,,,,,,5.0,ROULEUR
Luke,Durbridge,,,,,,5.0,ROULEUR
Felix,Engelhardt,,,,,,5.0,ROULEUR
Anders,Foldager,,,,,,5.0,ROULEUR
Patrick,Gamper,,,,,,5.0,ROULEUR
Alan,Hatherly,,,,,,5.0,ROULEUR
Asbjørn,Hellemose,,,,,,5.0,ROULEUR
Christopher,Juul-Jensen,,,,,,5.0,ROULEUR
Jelte,Krijnsen,,,,,,5.0,ROULEUR
Michael,Matthews,,,,,,5.0,ROULEUR
Hamish,McKenzie,,,,,,5.0,ROULEUR
Luka,Mezgec,,,,,,5.0,ROULEUR
Kelland,O'Brien,,,,,,5.0,ROULEUR
Ben,O'Connor,,,,,,5.0,ROULEUR
Finlay,Pickering,,,,,,5.0,ROULEUR
Luke,Plapp,,,,,,5.0,ROULEUR
Rudy,Porter,,,,,,5.0,ROULEUR
Mauro,Schmid,,,,,,5.0,ROULEUR
Jasha,Sütterlin,,,,,,5.0,ROULEUR
Andrea,Vendrame,,,,,,5.0,ROULEUR
Warren,Barguil,,,,,,5.0,ROULEUR
Frits,Biesterbos,,,,,,5.0,ROULEUR
Pavel,Bittner,,,,,,5.0,ROULEUR
Dillon,Corkery,,,,,,5.0,ROULEUR
John,Degenkolb,,,,,,5.0,ROULEUR
Robbe,Dhondt,,,,,,5.0,ROULEUR
Matthew,Dinham,,,,,,5.0,ROULEUR
Nils,Eekhoff,,,,,,5.0,ROULEUR
Sean,Flynn,,,,,,5.0,ROULEUR
Chris,Hamilton,,,,,,5.0,ROULEUR
Fabio,Jakobsen,,,,,,5.0,ROULEUR
James,Knox,,,,,,5.0,ROULEUR
Bjoern,Koerdt,,,,,,5.0,ROULEUR
Gijs,Leemreize,,,,,,5.0,ROULEUR
Niklas,Märkl,,,,,,5.0,ROULEUR
Tim,Naberman,,,,,,5.0,ROULEUR
Oliver,Peace,,,,,,5.0,ROULEUR
Max,Poole,,,,,,5.0,ROULEUR
Timo,Roosen,,,,,,5.0,ROULEUR
Bram,Welten,,,,,,5.0,ROULEUR
Edoardo,Affini,,,,,,5.0,ROULEUR
Bruno,Armirail,,,,,,5.0,ROULEUR
Louis,Barré,,,,,,5.0,ROULEUR
Niklas,Behrens,,,,,,5.0,ROULEUR
Matthew,Brennan,,,,,,5.0,ROULEUR
Victor,Campenaerts,,,,,,5.0,ROULEUR
Owain,Doull,,,,,,5.0,ROULEUR
Filippo,Fiorelli,,,,,,5.0,ROULEUR
Tijmen,Graat,,,,,,5.0,ROULEUR
Menno,Huising,,,,,,5.0,ROULEUR
Matteo,Jorgenson,,,,,,5.0,ROULEUR
Wilco,Kelderman,,,,,,5.0,ROULEUR
Timo,Kielich,,,,,,5.0,ROULEUR
Steven,Kruijswijk,,,,,,5.0,ROULEUR
Sepp,Kuss,,,,,,5.0,ROULEUR
Christophe,Laporte,,,,,,5.0,ROULEUR
Bart,Lemmen,,,,,,5.0,ROULEUR
Pietro,Mattio,,,,,,5.0,ROULEUR
Jørgen,Nordhagen,,,,,,5.0,ROULEUR
Davide,Piganzoli,,,,,,5.0,ROULEUR
Tim,Rex,,,,,,5.0,ROULEUR
Anton,Schiffer,,,,,,5.0,ROULEUR
Ben,Tulett,,,,,,5.0,ROULEUR
Jonas,Vingegaard,,,,,,5.0,ROULEUR
Axel,Zingle,,,,,,5.0,ROULEUR
João,Almeida,,,,,,5.0,ROULEUR
Igor,Arrieta,,,,,,5.0,ROULEUR
Filippo,Baroncini,,,,,,5.0,ROULEUR
Mikkel,Bjerg,,,,,,5.0,ROULEUR
Jan,Christen,,,,,,5.0,ROULEUR
Benoît,Cosnefroy,,,,,,5.0,ROULEUR
Felix,Großschartner,,,,,,5.0,ROULEUR
Rune,Herregodts,,,,,,5.0,ROULEUR
Julius,Johansen,,,,,,5.0,ROULEUR
Brandon,McNulty,,,,,,5.0,ROULEUR
António,Morgado,,,,,,5.0,ROULEUR
Jhonatan,Narváez,,,,,,5.0,ROULEUR
Domen,Novak,,,,,,5.0,ROULEUR
Ivo,Oliveira,,,,,,5.0,ROULEUR
Rui,Oliveira,,,,,,5.0,ROULEUR
Adrià,Pericas,,,,,,5.0,ROULEUR
Tadej,Pogačar,,,,,,5.0,ROULEUR
Nils,Politt,,,,,,5.0,ROULEUR
Pavel,Sivakov,,,,,,5.0,ROULEUR
Marc,Soler,,,,,,5.0,ROULEUR
Pablo,Torres,,,,,,5.0,ROULEUR
Kevin,Vermaerke,,,,,,5.0,ROULEUR
Florian,Vermeersch,,,,,,5.0,ROULEUR
Jay,Vine,,,,,,5.0,ROULEUR
Tim,Wellens,,,,,,5.0,ROULEUR
Adam,Yates,,,,,,5.0,ROULEUR
Jonas,Abrahamsen,,,,,,5.0,ROULEUR
Carl-Frederik,Bévort,,,,,,5.0,ROULEUR
Erlend,Blikra,,,,,,5.0,ROULEUR
Anthon,Charmig,,,,,,5.0,ROULEUR
Magnus,Cort,,,,,,5.0,ROULEUR
Simon,Dalby,,,,,,5.0,ROULEUR
Fredrik,Dversnes,,,,,,5.0,ROULEUR
Stian,Fredheim,,,,,,5.0,ROULEUR
Markus,Hoelgaard,,,,,,5.0,ROULEUR
Ådne,Holter,,,,,,5.0,ROULEUR
Storm,Ingebrigtsen,,,,,,5.0,ROULEUR
Alexander,Kamp,,,,,,5.0,ROULEUR
Andreas,Kron,,,,,,5.0,ROULEUR
Johannes,Kulset,,,,,,5.0,ROULEUR
Andreas,Leknessund,,,,,,5.0,ROULEUR
Henrik,Pedersen,,,,,,5.0,ROULEUR
Anders,Skaarseth,,,,,,5.0,ROULEUR
Rasmus,Tiller,,,,,,5.0,ROULEUR
Martin,Tjøtta,,,,,,5.0,ROULEUR
Torstein,Træen,,,,,,5.0,ROULEUR
Martin,Urianstad,,,,,,5.0,ROULEUR
Søren,Wærenskjold,,,,,,5.0,ROULEUR
Davide,Ballerini,,,,,,5.0,ROULEUR
Alberto,Bettiol,,,,,,5.0,ROULEUR
Clément,Champoussin,,,,,,5.0,ROULEUR
Nicola,Conci,,,,,,5.0,ROULEUR
Yevgeniy,Fedorov,,,,,,5.0,ROULEUR
Lorenzo,Fortunato,,,,,,5.0,ROULEUR
Aaron,Gate,,,,,,5.0,ROULEUR
Lev,Gonov,,,,,,5.0,ROULEUR
Sergio,Higuita,,,,,,5.0,ROULEUR
Max,Kanter,,,,,,5.0,ROULEUR
Anton,Kuzmin,,,,,,5.0,ROULEUR
Arjen,Livyns,,,,,,5.0,ROULEUR
Matteo,Malucelli,,,,,,5.0,ROULEUR
Henok,Mulubrhan,,,,,,5.0,ROULEUR
Cristián,Rodríguez,,,,,,5.0,ROULEUR
Alessandro,Romele,,,,,,5.0,ROULEUR
Christian,Scaroni,,,,,,5.0,ROULEUR
Marco,Schrettl,,,,,,5.0,ROULEUR
Su,Haoyu,,,,,,5.0,ROULEUR
Gleb,Syritsa,,,,,,5.0,ROULEUR
Harold,Tejada,,,,,,5.0,ROULEUR
Mike,Teunissen,,,,,,5.0,ROULEUR
Davide,Toneatti,,,,,,5.0,ROULEUR
Diego,Ulissi,,,,,,5.0,ROULEUR
Simone,Velasco,,,,,,5.0,ROULEUR
Nicolas,Vinokurov,,,,,,5.0,ROULEUR
Arkéa–B&amp;B,Hotels,,,,,,5.0,ROULEUR
Cycle,Collstrop,,,,,,5.0,ROULEUR
De,Nardi,,,,,,5.0,ROULEUR
Fassa,Bortolo,,,,,,5.0,ROULEUR
Saunier,Duval–Prodir,,,,,,5.0,ROULEUR
Milan–San,Remo,,,,,,5.0,ROULEUR
Il,Lombardia,,,,,,5.0,ROULEUR
Strade,Bianche,,,,,,5.0,ROULEUR
Hamburg,Cyclassics,,,,,,5.0,ROULEUR
Bretagne,Classic,,,,,,5.0,ROULEUR
Copenhagen,Sprint,,,,,,5.0,ROULEUR
RideLondon–Surrey,Classic,,,,,,5.0,ROULEUR
